,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"H:\Music curation and analytics\midi score.mid",0.3392, 0.0, 0.212, 0.0, 0.1201, 0.159, 0.0, 0.02473, 0.0, 0.1449, 0.0, 0.0, 16.0, 6.0, 41.0, 2.0, 52.0, 3.177, 36.0, 0.0, 5.0, 15.74, 0.0
